0;2018-04-13 19:10:20.800371;Landvogt at the pillory
0;2018-04-13 19:10:20.800371;More bounties for January Ulrich
0;2018-04-13 19:10:20.800371;More suspiciously involve yourself in the hair net
0;2018-04-13 19:10:20.800371;Engine goes into air
0;2018-04-13 19:10:20.800371;bubblegum in the entertainment park
0;2018-04-13 19:10:20.800371;12. Uboot on 10000m
0;2018-04-13 19:10:20.800371;Study fees are introduced
0;2018-04-13 19:10:20.800371;Waste paper is fetched
0;2018-04-13 19:10:20.800371;Death of king Philip II.
0;2018-04-13 19:10:20.800371;Pokers becomes olympic
0;2018-04-13 19:10:20.800371;Moorland duck become extinct
0;2018-04-13 19:10:20.800371;Epidemic in Asia
1;2018-04-13 19:10:35.216421;Ceramic teeth
1;2018-04-13 19:10:35.216922;Max one schnarcht
1;2018-04-13 19:10:35.216922;European memory championship
1;2018-04-13 19:10:35.216922;The Green salmon becomes extinct
1;2018-04-13 19:10:35.216922;Destruction of the ozone layer
1;2018-04-13 19:10:35.216922;Child to the president selected
1;2018-04-13 19:10:35.216922;Basic data seizes
1;2018-04-13 19:10:35.216922;Aerial bomb at the Stachus defuses
1;2018-04-13 19:10:35.216922;Portland wins NBA
1;2018-04-13 19:10:35.216922;1. Law office
1;2018-04-13 19:10:35.216922;Microscope invented
1;2018-04-13 19:10:35.216922;Moon people discovers
2;2018-04-13 19:10:48.251141;Waste glass after fold cure as new
2;2018-04-13 19:10:48.251141;The fastest coffee machine
2;2018-04-13 19:10:48.251141;London because of overstocking closed
2;2018-04-13 19:10:48.251141;Rumpelstilzchen adopts a child
2;2018-04-13 19:10:48.251141;new luck hormone discovers
2;2018-04-13 19:10:48.251141;Elster steals shining credit card
2;2018-04-13 19:10:48.251141;King Otto stabbed
2;2018-04-13 19:10:48.251141;Pin system invented
2;2018-04-13 19:10:48.251141;Buddhismus in Africa
2;2018-04-13 19:10:48.251141;Presidential election in Belize called off
2;2018-04-13 19:10:48.251141;Island destroys
2;2018-04-13 19:10:48.251141;Spaceship lands
3;2018-04-13 19:11:01.435256;"Uncle John" begins its maiden voyage
3;2018-04-13 19:11:01.435256;Belgium again-unites
3;2018-04-13 19:11:01.435256;Beer monk comes from Kalabrien
3;2018-04-13 19:11:01.435256;Fish with ears goes into the net
3;2018-04-13 19:11:01.435256;Cat exists examination
3;2018-04-13 19:11:01.435256;Rising inflation
3;2018-04-13 19:11:01.435256;new continent discovers
3;2018-04-13 19:11:01.435256;A. Lincoln sold its car
3;2018-04-13 19:11:01.435256;Prohibition of the fun party
3;2018-04-13 19:11:01.435256;rare mosaic floor broken
3;2018-04-13 19:11:01.435256;Photographer makes pictures of Schönheitskönigin
3;2018-04-13 19:11:01.435256;Furniture from corn strength
4;2018-04-13 19:11:14.565526;Plantation burned down
4;2018-04-13 19:11:14.565526;The broke heating element manufacturer
4;2018-04-13 19:11:14.565526;Superman flies again
4;2018-04-13 19:11:14.565526;Solar mobile phone
4;2018-04-13 19:11:14.565526;Loudspeakers become redundant
4;2018-04-13 19:11:14.565526;Cup won
4;2018-04-13 19:11:14.565526;Rum distillery burned down
4;2018-04-13 19:11:14.565526;1. Latrine built
4;2018-04-13 19:11:14.565526;Sheet metal table-ware 15 million time sells
4;2018-04-13 19:11:14.565526;Farm museum is renewed
4;2018-04-13 19:11:14.565526;Attack with the film festivals
4;2018-04-13 19:11:14.565526;Comet destroys moon
5;2018-04-13 19:11:27.701552;Hail interrupts sports event
5;2018-04-13 19:11:27.701552;President exists the Seepferdchen
5;2018-04-13 19:11:27.701552;Memory artist maintains city
5;2018-04-13 19:11:27.701552;Jürgen got lost in sand
5;2018-04-13 19:11:27.701552;Completion of the world largest picture gallery
5;2018-04-13 19:11:27.701552;Tomatoes grow on trees
5;2018-04-13 19:11:27.701552;The parachutist has an accident
5;2018-04-13 19:11:27.701552;Largest demand for bicycles
5;2018-04-13 19:11:27.701552;Wasserfall in Africa dries
5;2018-04-13 19:11:27.701552;Foam wine war in the Champagne
5;2018-04-13 19:11:27.701552;Möhringen as air health resort recognition
5;2018-04-13 19:11:27.701552;More suspiciously involve yourself in the hair net
6;2018-04-13 19:11:40.798218;Attack on Helsinki
6;2018-04-13 19:11:40.798218;Fee meets desire
6;2018-04-13 19:11:40.798218;Map of the universe emerged
6;2018-04-13 19:11:40.798218;Agreement between the nations
6;2018-04-13 19:11:40.798218;Club of the giants based
6;2018-04-13 19:11:40.798218;Fanta goes broke
6;2018-04-13 19:11:40.798218;Clone attempt successfully
6;2018-04-13 19:11:40.798218;Geocaching at the Himalaja
6;2018-04-13 19:11:40.798218;1. Memory championship
6;2018-04-13 19:11:40.798218;Football stadium builds
6;2018-04-13 19:11:40.798218;30-Zoll laptop develops
6;2018-04-13 19:11:40.798218;Snow interrupts first breaking into ascent
7;2018-04-13 19:11:53.997529;Calendar misprint expensively auctioneers
7;2018-04-13 19:11:53.997529;Earth male jobbt as a night watchman
7;2018-04-13 19:11:53.997529;Washington with 30°C cleanly nascently
7;2018-04-13 19:11:53.997529;Ocean passage broken off
7;2018-04-13 19:11:53.997529;Rice harvest spoiled
7;2018-04-13 19:11:53.998030;Hundredth birthday of the Pope
7;2018-04-13 19:11:53.998030;Invention of the sore throats
7;2018-04-13 19:11:53.998030;Mickey mouse becomes superstar
7;2018-04-13 19:11:53.998030;In Bamberg first riding school opens
7;2018-04-13 19:11:53.998030;Rejoicing at the Balkans
7;2018-04-13 19:11:53.998030;Storm in Stockholm
7;2018-04-13 19:11:53.998030;Italian calls occupied Teigfladen Pizza
8;2018-04-13 19:12:07.126735;last Einhorn aufgespiesst
8;2018-04-13 19:12:07.126735;private health insurance companies abolished
8;2018-04-13 19:12:07.126735;Rauswurf of the comrades
8;2018-04-13 19:12:07.126735;Keyboard invented
8;2018-04-13 19:12:07.126735;The last flight to Hawaii
8;2018-04-13 19:12:07.127235;Overflight/flyover of the K2 with Paraglidern
8;2018-04-13 19:12:07.127235;Note vision based
8;2018-04-13 19:12:07.127235;new warming therapy makes hope
8;2018-04-13 19:12:07.127235;Lippenstift for girls
8;2018-04-13 19:12:07.127235;New memory world record
8;2018-04-13 19:12:07.127235;Jesus lifts the coffin cover
8;2018-04-13 19:12:07.127235;Zeppelin carries 10.000sten passenger
9;2018-04-13 19:12:20.349088;Piano concert in Munich
9;2018-04-13 19:12:20.349088;Registration reactivates
9;2018-04-13 19:12:20.349088;Dream journey to Mexico
9;2018-04-13 19:12:20.349088;200. Swearing Monday in Ulm
9;2018-04-13 19:12:20.349088;Braunschweig burns down
9;2018-04-13 19:12:20.349088;Balloon trip to the moon
9;2018-04-13 19:12:20.349088;Youngest Nobelpreisgewinner with 17 years
9;2018-04-13 19:12:20.349088;Steinzeit tennis club discovers
9;2018-04-13 19:12:20.349088;Rose-pink elephant in Botswana discovers
9;2018-04-13 19:12:20.349088;Memory training becomes school subject
9;2018-04-13 19:12:20.349088;Secret course discovers
9;2018-04-13 19:12:20.349088;8-jähriger school boy when smoking gets
10;2018-04-13 19:12:33.478521;Festival of cooking
10;2018-04-13 19:12:33.478521;Sports site destroys
10;2018-04-13 19:12:33.478521;Plane hi-jacking in Cairo
10;2018-04-13 19:12:33.478521;Day of the Kaminkehrer
10;2018-04-13 19:12:33.478521;Rejoicing at the Balkans
10;2018-04-13 19:12:33.478521;Cow mill pond is dug
10;2018-04-13 19:12:33.478521;Bombs on Bratislava
10;2018-04-13 19:12:33.478521;Tooth spacing filled
10;2018-04-13 19:12:33.478521;brown mass produces illness
10;2018-04-13 19:12:33.478521;Dream journey to Mexico
10;2018-04-13 19:12:33.478521;Hope dies
10;2018-04-13 19:12:33.478521;Red Grütze by condition forbade
11;2018-04-13 19:12:46.978815;Bag rice in Chine fallen down
11;2018-04-13 19:12:46.978815;The class meeting in mark university
11;2018-04-13 19:12:46.978815;Pharao builds Kollosus
11;2018-04-13 19:12:46.978815;Pope Coelestin outet himself
11;2018-04-13 19:12:46.978815;Inundation Sahara
11;2018-04-13 19:12:46.978815;Campfire party in the pool
11;2018-04-13 19:12:46.978815;Robot dog bites postman
11;2018-04-13 19:12:46.978815;Ché in Argentina
11;2018-04-13 19:12:46.978815;Tree falls
11;2018-04-13 19:12:46.978815;Bride disappears
11;2018-04-13 19:12:46.978815;Liberty of opinion for Kleinwüchsige
11;2018-04-13 19:12:46.978815;Bartagame smooth-shaves
12;2018-04-13 19:13:00.164574;1. Mars landing
12;2018-04-13 19:13:00.164574;Press release falsified
12;2018-04-13 19:13:00.164574;Westfäli peace
12;2018-04-13 19:13:00.164574;Prohibition of the import of slaves
12;2018-04-13 19:13:00.164574;Surf on the dead sea
12;2018-04-13 19:13:00.164574;Mohammed of Ghur in north India
12;2018-04-13 19:13:00.164574;Food pill conquers the world
12;2018-04-13 19:13:00.164574;Rejoicing at the Balkans
12;2018-04-13 19:13:00.164574;Memory sport becomes olympic
12;2018-04-13 19:13:00.164574;King dies
12;2018-04-13 19:13:00.164574;New memory world record
12;2018-04-13 19:13:00.164574;First robot budget
13;2018-04-13 19:13:13.331512;cereal help far Springer to the victory
13;2018-04-13 19:13:13.331512;Cannon improves
13;2018-04-13 19:13:13.331512;Chip no longer freshly
13;2018-04-13 19:13:13.331512;flying bird bunch sighted
13;2018-04-13 19:13:13.331512;rare mosaic floor broken
13;2018-04-13 19:13:13.331512;King of Denmark follows circus troop
13;2018-04-13 19:13:13.331512;Special coin presented to the birthday of the emperor
13;2018-04-13 19:13:13.331512;Fußstapfen of a Jedi proven
13;2018-04-13 19:13:13.331512;Australia permits naked beaches
13;2018-04-13 19:13:13.331512;Federal Chancellor emerges as Alien
13;2018-04-13 19:13:13.331512;More bounties for January Ulrich
13;2018-04-13 19:13:13.331512;Continuation of peace negotiations
14;2018-04-13 19:13:26.447576;Signals from the universe
14;2018-04-13 19:13:26.447576;red banana bred
14;2018-04-13 19:13:26.447576;King dies
14;2018-04-13 19:13:26.447576;Red algae cover the ocean
14;2018-04-13 19:13:26.447576;more assistance for Africa demanded
14;2018-04-13 19:13:26.447576;Jesus is nailed to the cross
14;2018-04-13 19:13:26.447576;Panic in the arena Munich
14;2018-04-13 19:13:26.447576;Bets on dog running forbade
14;2018-04-13 19:13:26.447576;Tax office besieges
14;2018-04-13 19:13:26.447576;red Grütze as main food for all
14;2018-04-13 19:13:26.447576;Concert of Willem a giant success
14;2018-04-13 19:13:26.447576;President Push visits Africa
15;2018-04-13 19:13:39.606195;Germany is again a Pope
15;2018-04-13 19:13:39.606195;Mountain guides receive 30%% higher wages
15;2018-04-13 19:13:39.606195;Theft in the picture gallery
15;2018-04-13 19:13:39.606195;Average age is 120 years
15;2018-04-13 19:13:39.606195;Napoleon withdraws
15;2018-04-13 19:13:39.606195;Journey to Africa
15;2018-04-13 19:13:39.606195;The USA buy Mallorca
15;2018-04-13 19:13:39.606195;Dwarf nose robs a child
15;2018-04-13 19:13:39.606195;End of the television
15;2018-04-13 19:13:39.606195;Jungle releases old temple
15;2018-04-13 19:13:39.606195;Introduction of the music hit parade
15;2018-04-13 19:13:39.606195;Paper shoes come into mode
16;2018-04-13 19:13:52.777736;Chaos to Christmas
16;2018-04-13 19:13:52.777736;Vault discovers
16;2018-04-13 19:13:52.777736;Data protection abolished
16;2018-04-13 19:13:52.777736;Pupil rebellion in the Türkheimer High School
16;2018-04-13 19:13:52.777736;Cow brings goat to the world
16;2018-04-13 19:13:52.777736;Sugar in the salt chamber well hides
16;2018-04-13 19:13:52.777736;Rope drawing European championship called off
16;2018-04-13 19:13:52.777736;Brown coal triumphs
16;2018-04-13 19:13:52.777736;Nobel Prize the Pope again denied
16;2018-04-13 19:13:52.777736;More suspiciously involve yourself in the hair net
16;2018-04-13 19:13:52.777736;Baker's shop bakes
16;2018-04-13 19:13:52.777736;Television forbade
17;2018-04-13 19:14:05.929228;Terrorist attack in India
17;2018-04-13 19:14:05.929728;Unimportant year
17;2018-04-13 19:14:05.929728;Oger brings Stoiber to the world
17;2018-04-13 19:14:05.929728;Abort of the net in Chicago
17;2018-04-13 19:14:05.929728;UFO sifting in Herford
17;2018-04-13 19:14:05.929728;Einführung "Altstadtthaler statt Euro"
17;2018-04-13 19:14:05.929728;The first electronic ball-point pen
17;2018-04-13 19:14:05.929728;Supply of olive oil exhausts
17;2018-04-13 19:14:05.929728;Vodka with peach taste
17;2018-04-13 19:14:05.929728;Dr. Kolb runs marathon
17;2018-04-13 19:14:05.929728;Mouth robbery of Messina
17;2018-04-13 19:14:05.929728;Discovery of the icebergs in Spain
18;2018-04-13 19:14:19.111522;Fanshop opens
18;2018-04-13 19:14:19.111522;Cake battle in Berlin
18;2018-04-13 19:14:19.111522;Martin V. to the Pope selected
18;2018-04-13 19:14:19.111522;Prince Harry marries Paris Hilton
18;2018-04-13 19:14:19.111522;Hitler's psychotherapy
18;2018-04-13 19:14:19.111522;Riesenkrake discovers
18;2018-04-13 19:14:19.111522;World war broken out
18;2018-04-13 19:14:19.111522;Queen dethrones
18;2018-04-13 19:14:19.111522;The USA as the nature reservation explains
18;2018-04-13 19:14:19.111522;Red Bull becomes national beverage
18;2018-04-13 19:14:19.111522;Pool of broadcasting corporations takes over RTL
18;2018-04-13 19:14:19.111522;Crash on the motorway
19;2018-04-13 19:14:32.308329;Independence of the Eskimos decided
19;2018-04-13 19:14:32.308329;Perfume Casanova
19;2018-04-13 19:14:32.308329;Prince Johann is vermählt
19;2018-04-13 19:14:32.308329;Otto becomes king of Greece
19;2018-04-13 19:14:32.308329;Giant mountain in Africa found
19;2018-04-13 19:14:32.308329;Mathematics price for High School with pc. Anna
19;2018-04-13 19:14:32.308329;Supernew facts sighted
19;2018-04-13 19:14:32.308329;Quantum phenomenon explains
19;2018-04-13 19:14:32.308329;Swimming class called off
19;2018-04-13 19:14:32.308329;private health insurance companies abolished
19;2018-04-13 19:14:32.308329;Chain dog attacks Magier
19;2018-04-13 19:14:32.308329;Houseboat destroys
20;2018-04-13 19:14:45.492232;Rocket crash in the Atlantic
20;2018-04-13 19:14:45.492232;Trockeneissauna invented
20;2018-04-13 19:14:45.492232;Summer time abolished
20;2018-04-13 19:14:45.492232;Clock balance spring invented
20;2018-04-13 19:14:45.492232;Parachute flight of the course point
20;2018-04-13 19:14:45.492232;First message in the WWW sent
20;2018-04-13 19:14:45.492232;Course after Barbarossa
20;2018-04-13 19:14:45.492232;Kobra bites prince
